Order_ID;Order_Date;Ship_Date;Ship_Mode;Order_Priority
IN-2014-41786;07/04/2014;07/08/2014;Standard Class;Medium
ES-2012-1691714;5/17/12;5/21/12;Standard Class;High
IN-2011-51740;08/03/2011;08/06/2011;Second Class;Critical
CA-2013-107783;7/29/13;7/30/13;First Class;High
CD-2013-4900;2/14/13;2/16/13;Second Class;Critical
IN-2012-63787;5/23/12;5/23/12;Same Day;Critical
MW-2014-7130;08/04/2014;08/09/2014;Second Class;Medium
MX-2013-147690;11/13/13;11/18/13;Standard Class;High
IN-2014-34317;02/12/2014;2/14/14;Second Class;Medium
MX-2014-127005;11/11/2014;11/14/14;First Class;Critical
IN-2013-26519;3/30/13;04/01/2013;First Class;Medium
CA-2013-1260;8/24/13;8/26/13;Second Class;Medium
CA-2014-123967;11/02/2014;11/04/2014;Second Class;Medium
IN-2013-57914;8/19/13;8/21/13;Second Class;Medium
ES-2014-2598901;5/29/14;5/31/14;Second Class;Critical
IR-2012-1470;8/22/12;8/29/12;Standard Class;Low
WA-2014-7260;07/05/2014;07/05/2014;Same Day;High
IT-2012-2093927;3/14/12;3/17/12;First Class;High
CA-2014-113418;10/02/2014;10/04/2014;First Class;High
MX-2014-167325;9/16/14;9/18/14;First Class;High
IN-2014-68057;08/07/2014;08/12/2014;Standard Class;Medium
IN-2013-16999;09/09/2013;09/09/2013;Same Day;High
MX-2014-139164;09/08/2014;09/11/2014;First Class;Critical
CA-2011-145387;10/31/11;11/02/2011;Second Class;Medium
MX-2012-131758;10/17/12;10/21/12;Standard Class;High
ID-2014-74238;2/17/14;2/18/14;First Class;High
IN-2012-27583;2/24/12;2/29/12;Standard Class;Medium
IN-2012-56073;12/03/2012;12/10/2012;Standard Class;Medium
IN-2012-37698;12/12/2012;12/14/12;First Class;Critical
IN-2014-25063;6/16/14;6/21/14;Standard Class;High
ES-2012-5420110;12/20/12;12/22/12;First Class;High
MX-2014-169313;5/13/14;5/17/14;Standard Class;High
CA-2014-158729;12/20/14;12/22/14;First Class;High
IN-2014-80286;11/07/2014;11/11/2014;Standard Class;High
IT-2013-3695467;06/10/2013;6/14/13;Standard Class;Medium
IN-2012-75904;05/10/2012;05/12/2012;First Class;High
IN-2013-71333;9/13/13;9/13/13;Same Day;Critical
IN-2013-25560;7/25/13;7/28/13;First Class;Medium
IN-2014-25847;10/11/2014;10/14/14;Second Class;High
MX-2011-125045;11/22/11;11/25/11;First Class;Critical
CA-2013-128818;05/08/2013;05/12/2013;Standard Class;Medium
US-2014-168046;10/25/14;10/25/14;Same Day;Critical
US-2012-100377;8/28/12;09/01/2012;Standard Class;Medium
MA-2013-1850;10/14/13;10/15/13;First Class;Critical
RS-2011-3350;2/14/11;2/16/11;Second Class;Critical
IR-2011-7220;03/11/2011;3/13/11;Second Class;Critical
IN-2012-50207;08/03/2012;08/08/2012;Standard Class;High
ID-2012-17601;12/20/12;12/23/12;First Class;Critical
ES-2012-2224678;08/03/2012;08/07/2012;Standard Class;High
IN-2012-50788;6/20/12;6/22/12;First Class;High
MO-2013-60;02/08/2013;02/09/2013;First Class;Critical
ES-2011-5752766;9/28/11;10/03/2011;Standard Class;Medium
IT-2012-5541212;6/23/12;6/26/12;Second Class;High
MX-2013-148453;12/20/13;12/22/13;First Class;Medium
ID-2011-66475;8/29/11;09/05/2011;Standard Class;Low
ES-2014-5295631;7/18/14;7/18/14;Same Day;Critical
IN-2011-76758;12/06/2011;12/13/11;Standard Class;Medium
ES-2014-1015287;4/16/14;4/16/14;Same Day;Critical
CA-2014-136308;11/17/14;11/17/14;Same Day;High
AU-2011-0;09/02/2011;09/02/2011;Same Day;Critical
ES-2013-2003988;08/01/2013;08/02/2013;First Class;High
ES-2014-1356130;08/06/2014;08/07/2014;First Class;Critical
IN-2014-34632;11/20/14;11/23/14;First Class;Medium
MX-2012-111178;05/04/2012;05/09/2012;Standard Class;Medium
MO-2012-100;8/27/12;8/31/12;Standard Class;High
UP-2013-910;12/24/13;12/29/13;Second Class;Medium
IT-2013-2494403;1/29/13;1/31/13;Second Class;High
CA-2013-162236;11/05/2013;11/07/2013;Second Class;Critical
IN-2012-44068;11/30/12;12/04/2012;Second Class;High
MX-2013-137330;5/21/13;5/23/13;Second Class;High
CA-2011-108609;10/31/11;11/02/2011;Second Class;Critical
ES-2014-1393638;6/27/14;6/28/14;First Class;Medium
CA-2011-164973;11/04/2011;11/09/2011;Standard Class;High
MX-2013-105585;7/25/13;7/28/13;First Class;Medium
CA-2011-116666;05/08/2011;05/10/2011;First Class;Medium
IN-2011-33183;10/27/11;10/29/11;Second Class;Medium
CA-2013-139997;07/02/2013;07/04/2013;First Class;Medium
IN-2012-83471;12/26/12;12/27/12;First Class;Critical
US-2012-126214;12/21/12;12/24/12;Second Class;High
IN-2012-80391;05/07/2012;05/10/2012;First Class;Medium
IN-2011-19330;01/08/2011;01/12/2011;Second Class;Medium
CA-2013-147256;10/18/13;10/22/13;Second Class;High
CA-2012-8790;07/07/2012;07/09/2012;First Class;High
IT-2011-4752666;6/18/11;6/20/11;Second Class;High
ES-2012-2287053;01/10/2012;01/11/2012;First Class;Critical
ES-2014-4472745;02/11/2014;2/15/14;Standard Class;High
CA-2013-155845;8/13/13;8/16/13;Second Class;High
IN-2012-53420;04/12/2012;4/14/12;Second Class;Critical
ES-2014-5474746;01/03/2014;01/04/2014;Same Day;High
CA-2013-110492;02/12/2013;2/14/13;First Class;Critical
IN-2014-58460;12/13/14;12/19/14;Standard Class;Medium
US-2014-102890;07/01/2014;07/01/2014;Same Day;High
CA-2014-141789;10/04/2014;10/07/2014;First Class;Medium
IT-2014-2185471;10/07/2014;10/08/2014;First Class;Critical
UP-2013-1070;6/20/13;6/24/13;Standard Class;High
IN-2014-79544;07/11/2014;7/14/14;First Class;High
ES-2014-3535439;4/24/14;4/27/14;Second Class;Medium
MX-2011-134705;05/04/2011;05/08/2011;Standard Class;High
IN-2011-10055;10/06/2011;10/10/2011;Standard Class;Medium
MX-2014-157077;11/12/2014;11/16/14;Standard Class;High
CA-2014-122490;11/14/14;11/19/14;Standard Class;Medium
ES-2013-1706935;04/05/2013;04/08/2013;First Class;Medium
US-2013-126452;8/22/13;8/29/13;Standard Class;Low
IT-2014-3335279;07/10/2014;7/14/14;Second Class;High
IN-2014-78186;10/06/2014;10/12/2014;Standard Class;Medium
MX-2013-101077;06/01/2013;06/07/2013;Standard Class;Low
SF-2012-9340;8/20/12;8/22/12;First Class;Critical
RS-2011-7040;8/30/11;8/30/11;Same Day;High
ES-2012-5708011;12/04/2012;12/05/2012;First Class;Critical
ID-2014-42262;10/13/14;10/18/14;Standard Class;High
IT-2013-4354136;12/19/13;12/21/13;Second Class;Critical
IN-2012-29130;6/16/12;6/22/12;Standard Class;Medium
IN-2013-47071;8/20/13;8/20/13;Same Day;Critical
MX-2012-132038;6/21/12;6/25/12;Standard Class;High
MX-2012-167892;5/23/12;5/25/12;First Class;Medium
ES-2013-4477075;4/30/13;05/03/2013;First Class;Medium
ES-2012-5168556;6/15/12;6/15/12;Same Day;High
ES-2013-4100927;12/18/13;12/22/13;Standard Class;High
CA-2014-131254;11/20/14;11/22/14;First Class;High
ID-2014-29032;7/21/14;7/25/14;Standard Class;High
US-2014-167402;1/14/14;1/19/14;Second Class;Medium
MX-2013-140382;2/26/13;03/01/2013;First Class;Medium
IT-2011-3410434;11/26/11;11/30/11;Standard Class;High
IN-2012-51810;8/20/12;8/24/12;Standard Class;Medium
IN-2012-76408;5/24/12;5/28/12;Standard Class;High
MX-2011-115686;11/04/2011;11/08/2011;Standard Class;High
IN-2011-17594;9/22/11;9/27/11;Second Class;High
IN-2013-85662;10/17/13;10/19/13;Second Class;Critical
IN-2013-42269;06/05/2013;06/09/2013;Standard Class;Medium
ES-2013-5114628;5/14/13;5/16/13;Second Class;High
CA-2011-126683;9/29/11;10/01/2011;Second Class;High
CA-2014-167752;1/16/14;1/19/14;First Class;High
IN-2013-52552;10/21/13;10/24/13;Second Class;Critical
ES-2014-2648154;08/11/2014;8/14/14;First Class;Critical
MX-2013-115742;05/04/2013;05/08/2013;Standard Class;High
IT-2013-1659438;7/15/13;7/15/13;Same Day;Critical
CA-2011-167199;01/07/2011;01/11/2011;Standard Class;High
MX-2014-107181;12/02/2014;12/06/2014;Second Class;Medium
MX-2014-124002;01/08/2014;1/13/14;Standard Class;Medium
US-2014-165456;12/01/2014;12/04/2014;First Class;Critical
IN-2014-25091;6/27/14;6/27/14;Same Day;High
IN-2011-24832;03/12/2011;3/17/11;Standard Class;Medium
ID-2013-71522;1/15/13;1/21/13;Standard Class;Low
IT-2011-2051710;11/19/11;11/21/11;Second Class;Critical
IN-2012-60126;8/28/12;09/02/2012;Second Class;Medium
QA-2014-940;12/24/14;12/28/14;Standard Class;High
ES-2012-2930191;6/16/12;6/20/12;Standard Class;High
IN-2013-50214;07/11/2013;7/15/13;Standard Class;Medium
IN-2012-33288;5/22/12;5/25/12;Second Class;High
ES-2014-2565448;08/05/2014;08/09/2014;Standard Class;High
CG-2014-4630;08/12/2014;8/15/14;Second Class;Critical
ES-2013-2453999;01/05/2013;01/10/2013;Standard Class;Medium
ID-2014-68183;12/29/14;12/31/14;First Class;Medium
IN-2013-48324;2/27/13;03/04/2013;Standard Class;High
IN-2013-83191;12/16/13;12/20/13;Standard Class;Medium
US-2012-158323;07/04/2012;07/04/2012;Same Day;Critical
ES-2012-3552576;8/20/12;8/24/12;Standard Class;High
CA-2013-162355;07/01/2013;07/03/2013;Second Class;Critical
ES-2012-5359319;07/03/2012;07/07/2012;Standard Class;High
ES-2014-3182169;11/29/14;12/04/2014;Standard Class;Medium
IN-2011-52209;04/08/2011;4/13/11;Standard Class;High
CA-2013-106530;05/09/2013;05/09/2013;Same Day;Critical
US-2013-140158;10/05/2013;10/09/2013;Standard Class;Medium
IN-2012-14920;11/19/12;11/23/12;Standard Class;High
IN-2013-73608;11/04/2013;11/08/2013;Second Class;High
CA-2013-129630;09/05/2013;09/05/2013;Same Day;High
ES-2013-1776729;11/19/13;11/24/13;Standard Class;High
MX-2014-116267;12/31/14;01/03/2015;Second Class;High
CA-2013-103982;03/04/2013;03/09/2013;Standard Class;Medium
IT-2013-5930911;3/19/13;3/19/13;Same Day;Critical
ES-2012-2674466;3/21/12;3/23/12;Second Class;Critical
IN-2014-54708;5/24/14;5/29/14;Second Class;Medium
ES-2013-5085939;6/14/13;6/16/13;First Class;Medium
CA-2011-163748;10/14/11;10/18/11;Standard Class;High
CA-2014-121559;06/02/2014;06/04/2014;Second Class;High
CA-2014-105214;6/17/14;6/20/14;First Class;Medium
MX-2013-109141;12/09/2013;12/11/2013;Second Class;Critical
MX-2013-100223;10/09/2013;10/14/13;Standard Class;High
IN-2013-59888;10/16/13;10/18/13;First Class;High
MO-2011-6660;12/24/11;12/28/11;Second Class;Medium
MX-2013-158106;4/16/13;4/19/13;First Class;High
US-2012-134558;12/19/12;12/24/12;Second Class;High
IN-2011-47596;10/19/11;10/24/11;Standard Class;High
IN-2011-25084;03/10/2011;03/12/2011;First Class;Critical
IN-2014-46777;1/25/14;1/29/14;Standard Class;Medium
IT-2014-5245370;6/18/14;6/18/14;Same Day;High
IN-2011-73160;12/24/11;12/30/11;Standard Class;Medium
US-2013-130855;01/08/2013;01/11/2013;Second Class;Critical
MX-2013-147291;01/04/2013;01/10/2013;Standard Class;Medium
ES-2014-5576647;1/31/14;02/04/2014;Standard Class;High
ES-2011-1808201;11/04/2011;11/06/2011;Second Class;Critical
CA-2014-102204;05/02/2014;05/07/2014;Standard Class;Medium
IN-2011-12526;6/22/11;6/27/11;Standard Class;High
TZ-2013-3060;9/24/13;9/24/13;Same Day;Critical
ES-2012-3032254;8/30/12;09/02/2012;Second Class;Medium
CA-2014-118724;7/22/14;7/26/14;Second Class;High
IN-2012-55625;12/18/12;12/22/12;Second Class;High
MO-2013-5590;9/25/13;10/01/2013;Standard Class;Low
MX-2014-118332;3/24/14;3/28/14;Standard Class;High
CA-2014-157854;04/09/2014;4/16/14;Standard Class;Low
ES-2011-1406120;12/03/2011;12/03/2011;Same Day;Medium
IN-2014-17230;5/28/14;06/01/2014;Standard Class;High
ES-2014-5714196;6/14/14;6/17/14;Second Class;High
CF-2011-2380;11/12/2011;11/16/11;Standard Class;High
ID-2013-76534;5/31/13;06/05/2013;Standard Class;High
CA-2014-109085;2/18/14;2/21/14;First Class;High
RS-2011-8730;8/17/11;8/19/11;First Class;Critical
MX-2012-132955;03/06/2012;03/11/2012;Standard Class;High
CA-2012-160227;11/02/2012;11/04/2012;First Class;Medium
ES-2014-1133803;08/06/2014;08/06/2014;Same Day;Medium
IZ-2014-2150;6/18/14;6/21/14;First Class;High
IN-2014-43550;12/31/14;01/01/2015;First Class;High
MX-2012-122329;9/24/12;9/28/12;Second Class;Medium
CG-2013-4000;2/18/13;2/23/13;Second Class;Medium
US-2014-105998;11/04/2014;11/06/2014;First Class;Medium
US-2012-150630;9/17/12;9/21/12;Standard Class;Medium
IN-2014-35766;11/24/14;11/26/14;First Class;Medium
IN-2014-17580;9/23/14;9/29/14;Standard Class;Medium
ES-2014-5507713;11/04/2014;11/07/2014;First Class;Critical
IN-2014-26120;09/01/2014;09/04/2014;First Class;Medium
US-2011-167262;10/31/11;11/03/2011;Second Class;Critical
CA-2011-141649;9/30/11;9/30/11;Same Day;High
MX-2014-101980;4/17/14;4/20/14;Second Class;Medium
AG-2011-8180;2/25/11;2/25/11;Same Day;Critical
CA-2014-167395;12/03/2014;12/05/2014;First Class;Critical
IN-2014-85011;9/16/14;9/20/14;Second Class;Medium
ES-2013-4779701;07/08/2013;07/11/2013;First Class;Medium
CA-2013-165848;06/05/2013;06/05/2013;Same Day;High
MX-2013-105046;12/31/13;01/01/2014;First Class;High
CA-2012-164301;3/26/12;3/30/12;Standard Class;Medium
IN-2014-25014;1/29/14;02/02/2014;Standard Class;High
TU-2011-6390;09/08/2011;09/10/2011;Second Class;Critical
IT-2014-3219372;2/17/14;2/21/14;Standard Class;High
LH-2012-9760;5/30/12;06/02/2012;First Class;High
IR-2013-3500;01/02/2013;01/04/2013;Second Class;High
MX-2012-133305;11/23/12;11/25/12;First Class;High
SA-2014-1380;04/11/2014;4/17/14;Standard Class;Low
EG-2012-520;08/03/2012;08/07/2012;Standard Class;Medium
IN-2014-17503;11/18/14;11/22/14;Second Class;High
IN-2011-36711;12/13/11;12/17/11;Standard Class;High
ID-2014-26960;6/20/14;6/23/14;Second Class;Medium
IN-2013-11546;5/21/13;5/25/13;Standard Class;Medium
SF-2014-3260;10/03/2014;10/07/2014;Standard Class;High
IT-2011-3911927;12/26/11;12/31/11;Standard Class;Medium
ES-2014-5852851;9/24/14;10/01/2014;Standard Class;Low
CA-2011-124688;8/27/11;8/29/11;First Class;Critical
ID-2014-84269;8/26/14;8/28/14;First Class;High
SA-2014-1290;11/18/14;11/21/14;Second Class;Critical
IN-2012-63759;12/01/2012;12/07/2012;Standard Class;Medium
ES-2014-1854100;09/06/2014;09/06/2014;Same Day;High
IT-2014-5204858;9/30/14;10/02/2014;First Class;Critical
CA-2014-103212;10/14/14;10/15/14;First Class;Medium
MX-2012-102848;9/26/12;9/28/12;First Class;Medium
ES-2014-4675868;12/30/14;01/02/2015;First Class;Critical
MZ-2014-5860;1/20/14;1/25/14;Second Class;Medium
ES-2013-5785549;7/15/13;7/18/13;Second Class;Medium
ID-2011-72894;2/28/11;03/03/2011;First Class;Critical
ES-2014-3926182;3/31/14;3/31/14;Same Day;Medium
ES-2013-3650909;06/03/2013;06/06/2013;Second Class;High
IN-2013-79992;03/05/2013;03/12/2013;Standard Class;Medium
CA-2014-168858;11/20/14;11/24/14;Standard Class;High
IN-2011-54120;5/23/11;5/23/11;Same Day;High
CA-2011-134313;11/01/2011;11/07/2011;Standard Class;Medium
MX-2014-120579;8/29/14;09/03/2014;Second Class;Medium
ES-2014-2275791;6/21/14;6/22/14;First Class;Critical
ES-2014-2513617;05/08/2014;5/13/14;Second Class;Medium
NI-2013-6450;8/19/13;8/20/13;First Class;Medium
ES-2013-3061639;6/27/13;6/27/13;Same Day;High
CA-2011-133592;12/31/11;01/07/2012;Standard Class;Low
EN-2011-70;1/24/11;1/24/11;Same Day;Medium
IN-2014-80559;12/04/2014;12/08/2014;Standard Class;Medium
ES-2013-5755406;6/28/13;07/04/2013;Standard Class;Low
MX-2012-136987;5/24/12;5/26/12;Second Class;Critical
IN-2014-35528;12/08/2014;12/14/14;Standard Class;Medium
IN-2012-33820;12/11/2012;12/15/12;Standard Class;High
TU-2014-5220;03/05/2014;03/07/2014;First Class;High
IN-2014-72516;06/02/2014;06/04/2014;First Class;Medium
IN-2013-45636;6/25/13;6/29/13;Standard Class;High
IV-2011-1910;9/27/11;10/03/2011;Standard Class;Low
US-2013-123526;06/05/2013;06/09/2013;Second Class;Medium
ES-2013-4897406;10/16/13;10/18/13;First Class;High
CA-2013-8350;12/22/13;12/24/13;Second Class;High
CA-2014-152912;11/10/2014;11/13/14;Second Class;Critical
MX-2014-137211;11/21/14;11/22/14;First Class;High
ES-2012-5149849;11/10/2012;11/13/12;First Class;Medium
IN-2011-31594;06/08/2011;6/13/11;Standard Class;Medium
IN-2014-72054;04/07/2014;04/12/2014;Standard Class;High
MX-2011-140900;10/18/11;10/21/11;Second Class;Critical
SF-2012-9560;4/25/12;4/30/12;Standard Class;Medium
IN-2012-58887;8/31/12;09/02/2012;Second Class;Critical
MX-2012-103618;4/18/12;4/21/12;Second Class;Medium
US-2013-156713;12/20/13;12/22/13;First Class;Critical
IT-2013-4063561;06/04/2013;06/08/2013;Standard Class;High
SA-2012-730;6/25/12;07/01/2012;Standard Class;Medium
IN-2012-59916;8/16/12;8/20/12;Standard Class;Medium
ID-2014-43494;8/14/14;8/18/14;Standard Class;High
US-2014-109316;06/09/2014;06/11/2014;First Class;Medium
MX-2013-109883;09/03/2013;09/09/2013;Standard Class;Medium
ES-2014-1753356;5/29/14;06/01/2014;Second Class;Critical
ES-2013-3667448;6/24/13;07/01/2013;Standard Class;Medium
CA-2011-128146;6/21/11;6/25/11;Standard Class;High
MX-2014-115105;05/08/2014;05/10/2014;Second Class;Critical
US-2013-164196;11/12/2013;11/18/13;Standard Class;Medium
IR-2014-7440;2/13/14;2/14/14;First Class;High
ID-2014-48849;11/28/14;12/05/2014;Standard Class;Low
ES-2012-2212320;8/24/12;8/29/12;Standard Class;High
CG-2014-80;08/02/2014;08/08/2014;Standard Class;Low
IN-2013-60700;11/28/13;11/30/13;Second Class;High
IN-2011-12043;8/19/11;8/23/11;Standard Class;Medium
ES-2014-5791774;3/13/14;3/13/14;Same Day;Medium
ES-2013-2409754;04/04/2013;04/07/2013;First Class;Critical
CA-2014-116680;09/05/2014;09/07/2014;Second Class;High
IN-2014-47806;5/17/14;5/22/14;Second Class;Medium
MX-2013-156062;4/23/13;4/25/13;Second Class;High
CA-2014-157966;3/14/14;3/14/14;Same Day;Critical
ID-2012-38363;9/14/12;9/16/12;First Class;High
IN-2012-45909;10/05/2012;10/09/2012;Standard Class;Medium
ID-2014-79257;10/29/14;10/31/14;Second Class;High
ID-2011-74175;11/23/11;11/25/11;First Class;Critical
IV-2014-5230;12/10/2014;12/13/14;Second Class;Critical
MX-2011-130008;12/09/2011;12/10/2011;First Class;High
CA-2013-165330;12/12/2013;12/12/2013;Same Day;Critical
ES-2013-1247278;12/17/13;12/17/13;Same Day;High
ES-2014-5218647;4/14/14;4/18/14;Standard Class;Medium
ID-2014-61526;12/20/14;12/24/14;Standard Class;High
IN-2013-10811;9/17/13;9/20/13;First Class;High
CA-2013-101546;12/19/13;12/25/13;Standard Class;Low
CA-2014-154410;10/22/14;10/25/14;First Class;High
ID-2012-31118;12/26/12;12/28/12;Second Class;High
IN-2013-65677;10/11/2013;10/14/13;First Class;Critical
ID-2012-39875;4/25/12;4/27/12;Second Class;High
RS-2014-5930;6/23/14;6/23/14;Same Day;High
MX-2012-134355;11/28/12;12/03/2012;Standard Class;High
IN-2014-52636;6/27/14;07/02/2014;Second Class;Medium
MX-2014-120159;6/26/14;6/28/14;First Class;Medium
ES-2012-5183060;9/17/12;9/19/12;First Class;High
IN-2013-55170;11/28/13;12/02/2013;Standard Class;High
CA-2014-115882;9/15/14;9/18/14;First Class;High
ID-2014-19498;7/23/14;7/25/14;Second Class;High
ES-2014-2411166;09/04/2014;09/08/2014;Standard Class;Medium
US-2012-127040;12/06/2012;12/10/2012;Standard Class;High
CA-2013-157791;12/24/13;12/29/13;Second Class;Medium
IN-2014-61967;1/18/14;1/22/14;Standard Class;High
CA-2012-143105;12/10/2012;12/10/2012;Same Day;High
ID-2014-29655;6/26/14;07/01/2014;Standard Class;Medium
IN-2012-12589;1/26/12;1/26/12;Same Day;High
IN-2012-46952;07/07/2012;07/12/2012;Second Class;Medium
MX-2011-126375;11/28/11;11/30/11;First Class;Critical
MX-2014-165680;11/27/14;12/01/2014;Second Class;High
ID-2012-61449;12/07/2012;12/09/2012;First Class;High
CA-2012-159534;3/20/12;3/23/12;First Class;High
ES-2012-3820035;12/17/12;12/21/12;Standard Class;High
MX-2013-163580;11/19/13;11/25/13;Standard Class;Low
IT-2014-3941500;09/02/2014;09/04/2014;Second Class;High
MX-2014-116337;5/16/14;5/16/14;Same Day;High
IN-2013-33232;11/05/2013;11/09/2013;Standard Class;High
PL-2011-3590;11/07/2011;11/13/11;Standard Class;Medium
IZ-2013-740;04/09/2013;04/11/2013;Second Class;High
IT-2014-3149554;06/12/2014;6/13/14;First Class;High
US-2013-125948;06/10/2013;6/15/13;Standard Class;High
IN-2014-33729;07/05/2014;07/09/2014;Standard Class;Medium
IN-2013-46252;05/01/2013;05/05/2013;Standard Class;Medium
MX-2012-122553;11/06/2012;11/08/2012;First Class;Critical
CA-2014-140326;09/05/2014;09/07/2014;First Class;Critical
IN-2011-63598;9/15/11;9/18/11;Second Class;Critical
ES-2013-4653224;12/26/13;01/01/2014;Standard Class;Medium
CA-2013-169670;12/26/13;01/01/2014;Standard Class;Medium
EZ-2014-1650;09/02/2014;09/04/2014;First Class;Critical
CA-2012-112452;04/04/2012;04/04/2012;Same Day;Critical
ES-2011-1664904;6/26/11;6/28/11;First Class;Critical
IT-2014-5465876;9/24/14;9/26/14;Second Class;High
CA-2011-111871;3/18/11;3/21/11;Second Class;Critical
